symbol,market
EXT72,NYSE
EXT73,NASDAQ
EXT74,NYSE
EXT75,NASDAQ
EXT76,NYSE
EXT77,NASDAQ
EXT78,NYSE
EXT79,NASDAQ
EXT80,NYSE
EXT81,NASDAQ
EXT82,NYSE
EXT83,NASDAQ
EXT84,NYSE
EXT85,NASDAQ
EXT86,NYSE
EXT87,NASDAQ
EXT88,NYSE
EXT89,NASDAQ
EXT90,NYSE
EXT91,NASDAQ
EXT92,NYSE
EXT93,NASDAQ
EXT94,NYSE
EXT95,NASDAQ
EXT96,NYSE
EXT97,NASDAQ
EXT98,NYSE
EXT99,NASDAQ
EXT100,NYSE
EXT101,NASDAQ
EXT102,NYSE
EXT103,NASDAQ
EXT104,NYSE
EXT105,NASDAQ
EXT106,NYSE
EXT107,NASDAQ
EXT108,NYSE
EXT109,NASDAQ
EXT110,NYSE
EXT111,NASDAQ
EXT112,NYSE
EXT113,NASDAQ
EXT114,NYSE
EXT115,NASDAQ
EXT116,NYSE
EXT117,NASDAQ
EXT118,NYSE
EXT119,NASDAQ
EXT120,NYSE
EXT121,NASDAQ
EXT122,NYSE
EXT123,NASDAQ
EXT124,NYSE
EXT125,NASDAQ
EXT126,NYSE
EXT127,NASDAQ
EXT128,NYSE
EXT129,NASDAQ
EXT130,NYSE
EXT131,NASDAQ
EXT132,NYSE
EXT133,NASDAQ
EXT134,NYSE
EXT135,NASDAQ
EXT136,NYSE
EXT137,NASDAQ
EXT138,NYSE
EXT139,NASDAQ
EXT140,NYSE
EXT141,NASDAQ
EXT142,NYSE
EXT143,NASDAQ
EXT144,NYSE
EXT145,NASDAQ
EXT146,NYSE
EXT147,NASDAQ
EXT148,NYSE
EXT149,NASDAQ
EXT150,NYSE
EXT151,NASDAQ
EXT152,NYSE
EXT153,NASDAQ
EXT154,NYSE
EXT155,NASDAQ
EXT156,NYSE
EXT157,NASDAQ
EXT158,NYSE
EXT159,NASDAQ
EXT160,NYSE
EXT161,NASDAQ
EXT162,NYSE
EXT163,NASDAQ
EXT164,NYSE
EXT165,NASDAQ
EXT166,NYSE
EXT167,NASDAQ
EXT168,NYSE
EXT169,NASDAQ
EXT170,NYSE
EXT171,NASDAQ
EXT172,NYSE
EXT173,NASDAQ
EXT174,NYSE
EXT175,NASDAQ
EXT176,NYSE
EXT177,NASDAQ
EXT178,NYSE
EXT179,NASDAQ
EXT180,NYSE
EXT181,NASDAQ
EXT182,NYSE
EXT183,NASDAQ
EXT184,NYSE
EXT185,NASDAQ
EXT186,NYSE
EXT187,NASDAQ
EXT188,NYSE
EXT189,NASDAQ
EXT190,NYSE
EXT191,NASDAQ
EXT192,NYSE
EXT193,NASDAQ
EXT194,NYSE
EXT195,NASDAQ
EXT196,NYSE
EXT197,NASDAQ
EXT198,NYSE
EXT199,NASDAQ
EXT200,NYSE
EXT201,NASDAQ
EXT202,NYSE
EXT203,NASDAQ
EXT204,NYSE
EXT205,NASDAQ
EXT206,NYSE
EXT207,NASDAQ
EXT208,NYSE
EXT209,NASDAQ
EXT210,NYSE
EXT211,NASDAQ
EXT212,NYSE
EXT213,NASDAQ
EXT214,NYSE
EXT215,NASDAQ
EXT216,NYSE
EXT217,NASDAQ
EXT218,NYSE
EXT219,NASDAQ
EXT220,NYSE
EXT221,NASDAQ
EXT222,NYSE
EXT223,NASDAQ
EXT224,NYSE
EXT225,NASDAQ
EXT226,NYSE
EXT227,NASDAQ
EXT228,NYSE
EXT229,NASDAQ
EXT230,NYSE
EXT231,NASDAQ
EXT232,NYSE
EXT233,NASDAQ
EXT234,NYSE
EXT235,NASDAQ
EXT236,NYSE
EXT237,NASDAQ
EXT238,NYSE
EXT239,NASDAQ
EXT240,NYSE
EXT241,NASDAQ
EXT242,NYSE
EXT243,NASDAQ
EXT244,NYSE
EXT245,NASDAQ
EXT246,NYSE
EXT247,NASDAQ
EXT248,NYSE
EXT249,NASDAQ
EXT250,NYSE
EXT251,NASDAQ
EXT252,NYSE
EXT253,NASDAQ
EXT254,NYSE
EXT255,NASDAQ
EXT256,NYSE
EXT257,NASDAQ
EXT258,NYSE
EXT259,NASDAQ
EXT260,NYSE
EXT261,NASDAQ
EXT262,NYSE
EXT263,NASDAQ
EXT264,NYSE
EXT265,NASDAQ
EXT266,NYSE
EXT267,NASDAQ
EXT268,NYSE
EXT269,NASDAQ
EXT270,NYSE
EXT271,NASDAQ
EXT272,NYSE
EXT273,NASDAQ
EXT274,NYSE
EXT275,NASDAQ
EXT276,NYSE
EXT277,NASDAQ
EXT278,NYSE
EXT279,NASDAQ
EXT280,NYSE
EXT281,NASDAQ
EXT282,NYSE
EXT283,NASDAQ
EXT284,NYSE
EXT285,NASDAQ
EXT286,NYSE
EXT287,NASDAQ
EXT288,NYSE
EXT289,NASDAQ
EXT290,NYSE
EXT291,NASDAQ
EXT292,NYSE
EXT293,NASDAQ
EXT294,NYSE
EXT295,NASDAQ
EXT296,NYSE
EXT297,NASDAQ
EXT298,NYSE
EXT299,NASDAQ
EXT300,NYSE
EXT301,NASDAQ
EXT302,NYSE
EXT303,NASDAQ
EXT304,NYSE
EXT305,NASDAQ
EXT306,NYSE
EXT307,NASDAQ
EXT308,NYSE
EXT309,NASDAQ
EXT310,NYSE
EXT311,NASDAQ
EXT312,NYSE
EXT313,NASDAQ
EXT314,NYSE
EXT315,NASDAQ
EXT316,NYSE
EXT317,NASDAQ
EXT318,NYSE
EXT319,NASDAQ
EXT320,NYSE
EXT321,NASDAQ
EXT322,NYSE
EXT323,NASDAQ
EXT324,NYSE
EXT325,NASDAQ
EXT326,NYSE
EXT327,NASDAQ
EXT328,NYSE
EXT329,NASDAQ
EXT330,NYSE
EXT331,NASDAQ
EXT332,NYSE
EXT333,NASDAQ
EXT334,NYSE
EXT335,NASDAQ
EXT336,NYSE
EXT337,NASDAQ
EXT338,NYSE
EXT339,NASDAQ
EXT340,NYSE
EXT341,NASDAQ
EXT342,NYSE
EXT343,NASDAQ
EXT344,NYSE
EXT345,NASDAQ
EXT346,NYSE
EXT347,NASDAQ
EXT348,NYSE
EXT349,NASDAQ
EXT350,NYSE
EXT351,NASDAQ
EXT352,NYSE
EXT353,NASDAQ
EXT354,NYSE
EXT355,NASDAQ
EXT356,NYSE
EXT357,NASDAQ
EXT358,NYSE
EXT359,NASDAQ
EXT360,NYSE
EXT361,NASDAQ
EXT362,NYSE
EXT363,NASDAQ
EXT364,NYSE
EXT365,NASDAQ
EXT366,NYSE
EXT367,NASDAQ
EXT368,NYSE
EXT369,NASDAQ
EXT370,NYSE
EXT371,NASDAQ
EXT372,NYSE
EXT373,NASDAQ
EXT374,NYSE
EXT375,NASDAQ
EXT376,NYSE
EXT377,NASDAQ
EXT378,NYSE
EXT379,NASDAQ
EXT380,NYSE
EXT381,NASDAQ
EXT382,NYSE
EXT383,NASDAQ
EXT384,NYSE
EXT385,NASDAQ
EXT386,NYSE
EXT387,NASDAQ
EXT388,NYSE
EXT389,NASDAQ
EXT390,NYSE
EXT391,NASDAQ
EXT392,NYSE
EXT393,NASDAQ
EXT394,NYSE
EXT395,NASDAQ
EXT396,NYSE
EXT397,NASDAQ
EXT398,NYSE
EXT399,NASDAQ
EXT400,NYSE
EXT401,NASDAQ
EXT402,NYSE
EXT403,NASDAQ
EXT404,NYSE
EXT405,NASDAQ
EXT406,NYSE
EXT407,NASDAQ
EXT408,NYSE
EXT409,NASDAQ
EXT410,NYSE
EXT411,NASDAQ
EXT412,NYSE
EXT413,NASDAQ
EXT414,NYSE
EXT415,NASDAQ
EXT416,NYSE
EXT417,NASDAQ
EXT418,NYSE
EXT419,NASDAQ
EXT420,NYSE
EXT421,NASDAQ
EXT422,NYSE
EXT423,NASDAQ
EXT424,NYSE
EXT425,NASDAQ
EXT426,NYSE
EXT427,NASDAQ
EXT428,NYSE
EXT429,NASDAQ
EXT430,NYSE
EXT431,NASDAQ
EXT432,NYSE
EXT433,NASDAQ
EXT434,NYSE
EXT435,NASDAQ
EXT436,NYSE
EXT437,NASDAQ
EXT438,NYSE
EXT439,NASDAQ
EXT440,NYSE
EXT441,NASDAQ
EXT442,NYSE
EXT443,NASDAQ
EXT444,NYSE
EXT445,NASDAQ
EXT446,NYSE
EXT447,NASDAQ
EXT448,NYSE

